pid,born,age,gender,race,grade,tertiary,province,dweltyp,no_reside,water,elect,work_feb,emdays_feb,emhrs_feb,feb_pay_pure,feb_pay,work_apr,apr_return,worktype,work_code,emdays_apr,emhrs_apr,apr_pay_pure,apr_pay,uif_ters,work_seek,last_seek,hh_childgrant,any_childgrant,hh_govpen,any_govpen,grant_rec,grantyp1,grantyp2,grantyp3,hhincsource1,hhincsource2,hhincsource3,hhincdec1,hhincdec2,hhincdec3,apr_hh_inc,hh_inc_lost,nomoneyfood,7dayshungry,chldcr,time_chldcr,kids_in_school,ed_books,edtv,edradio,edonline,suppgov,suppngo,suppcom
301609,1985,35,male,african,12,no,mpumalanga,house/flat,4,yes,yes,yes,7.0,,,"R3,001-R6,000",no,yes,self-employed,,,,,,,,,2.0,,0.0,,no,,,,own business,,,from own business,,,,yes,no,no,yes,over 4 hours more,1.0,yes,no,no,no,no,no,no
301610,1963,57,female,african,1,,mpumalanga,house/flat,6,yes,yes,no,,,,,no,no,,,,,,,,,,4.0,,2.0,,yes,pension,,,government grants,,,no income decrease,,,,yes,yes,yes,yes,1-2 hours,1.0,no,no,no,no,yes,yes,yes
301615,1987,33,male,african,11,yes,mpumalanga,house/flat,2,yes,yes,yes,5.0,8.0,7000,,yes,,regular job,craft & trade,5.0,8.0,,,no,,,0.0,,0.0,,no,,,,,,,,,,,no,no,no,,,,,,,,no,no,no
301622,1974,46,male,african,8,,mpumalanga,house/flat,5,yes,yes,,,,,,yes,,casual work,craft & trade,5.0,8.0,,,no,,,1.0,,0.0,,no,,,,own business,government grants,other,from other,,,,yes,yes,yes,yes,1-2 hours,0.0,,,,,no,no,no
301623,1979,41,female,african,6,,mpumalanga,traditional,4,yes,yes,no,,,,,no,no,,,,,,,,,,1.0,,1.0,,yes,child support,,,government grants,,,no income decrease,,,700.0,no,no,no,yes,over 4 hours more,2.0,no school books,yes,yes,yes,yes,no,no
301629,1965,55,male,african,12,yes,mpumalanga,house/flat,1,yes,yes,yes,5.0,7.0,17000,,no,,regular job,professionals,0.0,0.0,17000.0,,no,,,0.0,,0.0,,no,,,,employment,,,no income decrease,,,17000.0,no,yes,yes,no,,0.0,no,no,no,no,no,no,no
301630,1978,42,female,african,11,no,mpumalanga,house/flat,9,yes,yes,no,,,,,no,no,,,,,,,,no,>1 year ago,5.0,,0.0,,no,,,,government grants,,,no income decrease,,,,no,no,no,no,,4.0,yes,yes,yes,no,no,no,no
301636,1962,58,female,african,2,,mpumalanga,traditional,8,no,yes,no,,,,,no,no,,,,,,,,,,2.0,,1.0,,no,,,,own business,government grants,,,,,2580.0,yes,no,yes,yes,over 4 hours more,3.0,yes,yes,yes,no,no,no,no
301638,1986,34,female,african,12,yes,eastern cape,house/flat,4,yes,yes,retired,,,,,,,,,,,,,,,,,,,,no,,,,no income,,,no income decrease,,,,,yes,no,yes,over 4 hours more,2.0,yes,yes,yes,no,no,no,no
301639,1983,37,male,african,12,no,mpumalanga,house/flat,1,yes,yes,yes,7.0,10.0,2500,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,,,0.0,,,,,no,no,no
301648,1984,36,female,african,12,no,mpumalanga,house/flat,7,yes,yes,yes,7.0,8.0,3800,,no,no,,,,,,,,,,3.0,,2.0,,yes,child support,,,employment,government grants,,no income decrease,,,,no,no,no,no,,1.0,yes,yes,yes,yes,no,no,no
301650,1956,64,female,african,8,,mpumalanga,house/flat,7,yes,yes,retired,,,,,,,,,,,,,,,,1.0,,2.0,,yes,pension,,,government grants,,,no income decrease,,,0.0,no,no,no,yes,over 4 hours more,3.0,no school books,yes,no,yes,yes,no,no
301653,1980,40,male,african,12,no,mpumalanga,house/flat,3,yes,yes,yes,5.0,11.0,7000,,yes,,regular job,service & sales,5.0,11.0,,,no,,,2.0,,0.0,,no,,,,employment,government grants,,no income decrease,,,9000.0,no,no,no,no,,1.0,yes,yes,yes,no,no,no,no
301656,,,male,african,10,yes,gauteng,informal,5,yes,yes,yes,4.0,5.0,1800,,yes,,regular job,elementary occup,,,,,no,,,2.0,,0.0,,no,,,,government grants,,,from government grants,,,,yes,yes,no,yes,1-2 hours,2.0,yes,yes,yes,no,no,no,no
301661,1986,34,female,african,12,yes,gauteng,house/flat,5,yes,yes,no,3.0,8.0,500,,no,,self-employed,,,,,,,,,0.0,,0.0,,no,,,,own business,friends/family,,from own business,,,400.0,no,no,no,yes,3-4 hours,2.0,yes,yes,no,yes,no,yes,no
301667,1981,39,female,african,12,yes,gauteng,house/flat,4,yes,yes,no,,,,,no,no,,,,,,,,,,0.0,,0.0,,no,,,,employment,,,no income decrease,,,,no,no,no,no,,2.0,no,yes,no,no,no,no,no
301668,1977,43,female,african,11,yes,gauteng,informal,1,yes,yes,no,,,1300,,no,no,,,,,,,,no,1-6 months ago,1.0,,,no,no,,,,government grants,,,from friends/family,,,700.0,yes,yes,yes,no,,1.0,,yes,no,yes,no,no,yes
301677,1979,41,female,african,12,yes,free state,house/flat,2,yes,yes,yes,5.0,9.0,,"R3,001-R6,000",yes,,regular job,service & sales,5.0,9.0,,"R3,001-R6,000",no,,,0.0,,0.0,,no,,,,employment,,,from employment,,,,no,no,no,yes,over 4 hours more,0.0,,,,,no,no,no
301679,9999,,female,african,5,,free state,house/flat,3,yes,yes,no,,,,,no,no,,,,,,,,,,0.0,,1.0,,yes,pension,,,friends/family,,,from friends/family,,,2700.0,no,no,yes,,,,,,,,no,no,no
301680,1960,60,female,african,7,,mpumalanga,house/flat,1,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,no,no,no
301685,1981,39,male,african,12,no,free state,house/flat,4,yes,yes,no,,,250,,no,no,,,,,,,,no,>1 year ago,2.0,,0.0,,no,,,,government grants,,,no income decrease,,,1500.0,no,no,no,yes,over 4 hours more,2.0,yes,yes,yes,no,no,no,no
301688,1989,31,female,african,11,no,free state,informal,7,yes,yes,yes,4.0,8.0,780,,yes,,regular job,elementary occup,4.0,8.0,780.0,,no,,,3.0,,2.0,,no,,,,friends/family,,,from employment,,,5580.0,yes,yes,yes,yes,nearly an hour,3.0,no,yes,yes,no,no,no,no
301693,1953,67,female,african,7,,free state,house/flat,1,yes,yes,no,,,,,no,no,,,,,,,,,,0.0,,1.0,,yes,pension,,,government grants,,,no income decrease,,,1800.0,no,no,no,no,,0.0,no,no,no,no,no,no,no
301696,1950,70,female,african,8,,free state,house/flat,3,yes,yes,retired,,,,,,,,,,,,,,,,1.0,,1.0,,yes,pension,,,own business,government grants,,no income decrease,,,2100.0,yes,yes,no,yes,over 4 hours more,1.0,yes,no,no,no,no,no,no
301699,1941,79,male,african,0,,gauteng,house/flat,7,yes,yes,retired,,,,,,,,,,,,,,,,,,2.0,,no,,,,government grants,,,from own business,,,,yes,no,no,no,,1.0,yes,yes,yes,yes,no,no,no
301714,1991,29,female,african,12,yes,gauteng,house/flat,1,yes,yes,yes,7.0,9.0,11000,,no,no,,,,,,,,,,,no,,no,no,,,,employment,,,from employment,,,11000.0,yes,yes,no,no,,0.0,no,no,no,no,yes,no,no
301715,1970,50,female,african,12,yes,gauteng,house/flat,8,yes,yes,yes,5.0,7.0,,"R12,001-R24,000",no,yes,regular job,professionals,0.0,0.0,,"R12,001-R24,000",no,,,0.0,,1.0,,no,,,,employment,,,no income decrease,,,,no,no,no,yes,over 4 hours more,2.0,no,yes,no,yes,no,no,no
301718,1986,34,female,african,12,yes,gauteng,house/flat,5,yes,yes,yes,5.0,8.0,21000,,yes,,regular job,managers,5.0,8.0,21000.0,,no,,,0.0,,1.0,,no,,,,employment,,,no income decrease,,,21000.0,no,no,no,no,,1.0,no,no,no,no,no,no,no
301720,1984,36,female,african,10,no,gauteng,house/flat,5,yes,yes,no,7.0,10.0,10000,,no,no,,,,,,,,no,>1 year ago,3.0,,0.0,,no,,,,own business,government grants,,from own business,,,6200.0,no,no,no,yes,over 4 hours more,3.0,no,yes,no,no,no,yes,no
301725,1952,68,female,african,8,,gauteng,house/flat,4,yes,yes,retired,,,,,,,,,,,,,,,,0.0,,1.0,,yes,pension,,,government grants,,,from government grants,,,2000.0,no,yes,no,,,,,,,,no,no,no
301726,1990,30,male,african,12,yes,natal,house/flat,1,yes,yes,no,,,,,no,yes,run a business,,,,,,,,,0.0,,0.0,,no,,,,friends/family,,,no income decrease,,,0.0,yes,yes,no,no,,0.0,no,no,no,no,no,no,no
301729,1992,28,male,african,12,yes,gauteng,informal,6,yes,yes,yes,4.0,12.0,2000,,no,yes,regular job,craft & trade,,,,,no,,,2.0,,0.0,,yes,covid relief,,,employment,,,from employment,,,0.0,no,no,no,no,,1.0,yes,yes,no,yes,no,no,no
301733,1969,51,female,african,12,yes,gauteng,house/flat,6,yes,yes,yes,5.0,4.0,,"R6,001-R12,000",yes,,regular job,professionals,,,,"R6,001-R12,000",no,,,0.0,,1.0,,no,,,,employment,government grants,,from employment,,,,no,yes,no,yes,over 4 hours more,2.0,yes,no,no,yes,no,no,no
301749,1978,42,female,african,12,yes,gauteng,house/flat,2,yes,yes,yes,6.0,8.0,3000,,yes,,casual work,elementary occup,6.0,8.0,1000.0,,yes,,,0.0,,0.0,,no,,,,employment,government grants,,no income decrease,,,3000.0,no,no,no,,,,,,,,no,no,no
301764,1970,50,female,african,8,,gauteng,house/flat,3,yes,yes,yes,2.0,8.0,,"<R3,000",yes,,casual work,elementary occup,3.0,,1700.0,,no,,,1.0,,0.0,,no,,,,government grants,,,no income decrease,,,1700.0,no,yes,yes,no,,1.0,yes,yes,no,no,no,no,no
301792,1968,52,female,african,5,,limpopo,house/flat,4,no,yes,no,,,,,no,no,,,,,,,,no,>1 year ago,0.0,,0.0,,no,,,,friends/family,,,from friends/family,,,,no,yes,yes,,,,,,,,no,no,no
301795,1980,40,male,african,9,no,gauteng,house/flat,6,yes,yes,no,,,,,no,,casual work,service & sales,4.0,8.0,,,no,,,2.0,,1.0,,yes,child support,pension,,own business,government grants,,from own business,from government grants,,3900.0,yes,yes,no,yes,over 4 hours more,0.0,no,yes,no,yes,no,no,no
301797,1965,55,female,african,12,no,gauteng,house/flat,6,yes,yes,yes,5.0,6.0,250,,no,no,,,,,,,,no,1-6 months ago,2.0,,1.0,,no,,,,own business,,,from own business,,,,yes,yes,no,no,,1.0,yes,yes,yes,no,no,no,no
301798,1983,37,female,african,12,yes,gauteng,house/flat,6,yes,yes,yes,7.0,7.0,3900,,no,no,,,,,,,,,,2.0,,1.0,,no,,,,employment,own business,government grants,from employment,from own business,,3900.0,no,no,no,yes,over 4 hours more,2.0,yes,yes,no,no,no,no,no
301799,1982,38,female,african,8,,gauteng,informal,5,yes,yes,no,,,,,no,no,,,,,,,,no,6-12 months ago,0.0,,0.0,,no,,,,friends/family,,,from friends/family,,,500.0,yes,yes,yes,,,,,,,,no,no,no
301827,1973,47,female,african,7,,gauteng,house/flat,4,yes,yes,no,,,,,no,no,,,,,,,,no,>1 year ago,0.0,,0.0,,no,,,,no income,,,no income,,,,no,no,no,,,,,,,,no,no,no
301833,1967,53,female,african,2,,gauteng,house/flat,5,yes,yes,yes,4.0,8.0,3200,,no,yes,regular job,elementary occup,,,2800.0,,applied still waiting,,,1.0,,0.0,,yes,disability,,,employment,other,,from employment,,,4700.0,no,no,no,yes,over 4 hours more,0.0,yes,,yes,yes,no,no,no
301835,1966,54,male,african,5,,gauteng,informal,3,yes,yes,no,,,,,no,no,,,,,,,,no,>1 year ago,0.0,,0.0,,no,,,,no income,,,no income decrease,,,,no,yes,no,,,,,,,,no,no,yes
301836,1978,42,male,african,8,,gauteng,house/flat,2,yes,yes,no,2.0,6.0,300,,no,no,,,,,,,,yes,1-6 months ago,0.0,,0.0,,no,,,,own business,,,from own business,,,300.0,yes,yes,yes,,,,,,,,no,no,no
301843,1980,40,female,african,11,no,gauteng,house/flat,6,yes,yes,yes,5.0,9.0,1600,,no,,casual work,service & sales,4.0,5.0,,,no,,,2.0,,0.0,,no,,,,employment,government grants,,from employment,,,4800.0,yes,yes,no,yes,over 4 hours more,2.0,yes,no,no,yes,no,no,no
301844,1981,39,female,african,10,no,gauteng,house/flat,10,yes,yes,no,,,,,no,no,,,,,,,,yes,6-12 months ago,2.0,,0.0,,no,,,,own business,,,no income,,,,no,yes,no,yes,over 4 hours more,4.0,no,yes,yes,,no,no,no
301846,1961,59,female,african,10,no,gauteng,house/flat,4,yes,yes,no,,,,,no,no,,,,,,,,,,1.0,,1.0,,no,,,,government grants,,,no income decrease,,,2230.0,no,no,no,no,,1.0,yes,yes,no,no,no,no,no
301847,1992,28,female,african,12,yes,gauteng,house/flat,4,yes,yes,no,2.0,6.0,500,,no,no,,,,,,,,yes,>1 year ago,1.0,,1.0,,no,,,,government grants,,,from other,,,,yes,no,no,yes,over 4 hours more,1.0,yes,yes,no,no,no,no,no
301848,1974,46,female,african,7,,gauteng,house/flat,4,yes,yes,no,,,,,no,no,,,,,,,,yes,6-12 months ago,0.0,,0.0,,no,,,,no income,,,no income,,,0.0,no,yes,yes,yes,over 4 hours more,2.0,no school books,no,no,no,no,no,no
301855,1988,32,male,african,11,no,mpumalanga,house/flat,7,yes,yes,no,5.0,7.0,,"<R3,000",no,no,,,,,,,,yes,>1 year ago,0.0,,1.0,,no,,,,employment,government grants,,no income decrease,,,,yes,yes,no,no,,1.0,yes,yes,yes,yes,no,yes,yes
301858,1971,49,female,african,12,no,mpumalanga,house/flat,6,yes,yes,yes,,,12,,yes,,regular job,service & sales,,,,"R12,001-R24,000",no,,,0.0,,0.0,,no,,,,employment,,,from employment,no income decrease,,,no,yes,no,no,,2.0,yes,,no,yes,no,no,no
301869,1949,71,male,african,8,,gauteng,house/flat,6,yes,yes,retired,,,,,,,,,,,,,,,,2.0,,1.0,,yes,pension,,,government grants,,,from other,,,2600.0,yes,yes,yes,yes,over 4 hours more,1.0,yes,yes,yes,no,no,no,no
301874,1981,39,female,african,12,yes,gauteng,house/flat,6,yes,yes,no,,,,,yes,,regular job,professionals,5.0,8.0,15200.0,,no,,,0.0,,0.0,,no,,,,employment,,,,,,15200.0,no,no,no,yes,over 4 hours more,3.0,yes,yes,yes,yes,no,no,no
301893,1974,46,female,african,7,,mpumalanga,house/flat,3,yes,yes,no,,,,,no,yes,regular job,craft & trade,,,1500.0,,no,,,0.0,,0.0,,no,,,,no income,,,no income,,,1500.0,yes,,yes,,,,,,,,no,no,no
301897,1976,44,female,african,12,no,mpumalanga,house/flat,9,yes,yes,no,,,,,no,no,,,,,,,,no,never worked,3.0,,0.0,,yes,child support,,,government grants,,,no income decrease,,,2300.0,no,no,no,yes,1-2 hours,4.0,yes,no,yes,no,no,no,no
301898,9999,,female,african,0,,mpumalanga,house/flat,8,yes,yes,retired,,,,,,,,,,,,,,,,3.0,,,no,yes,child support,,,government grants,,,,,,1200.0,no,no,no,yes,3-4 hours,4.0,yes,yes,yes,yes,no,no,no
301900,1989,31,male,african,12,no,mpumalanga,house/flat,8,yes,yes,yes,5.0,,3500,,no,,casual work,craft & trade,2.0,,,,no,,,3.0,,0.0,,no,,,,employment,,,no income decrease,,,,yes,no,no,no,,2.0,yes,no,no,no,no,no,no
301902,1977,43,female,african,10,no,north west,house/flat,5,no,yes,yes,5.0,9.0,4200,,yes,,regular job,elementary occup,5.0,8.0,4200.0,,no,,,2.0,,0.0,,no,,,,employment,government grants,,no income decrease,,,5080.0,no,no,no,no,,1.0,no,yes,no,no,no,no,no
301906,1991,29,female,african,10,no,free state,house/flat,7,yes,yes,no,,,,,no,no,,,,,,,,,,1.0,,1.0,,no,,,,government grants,,,no income decrease,,,,no,yes,no,no,,1.0,yes,no,yes,,no,no,no
301908,1968,52,female,african,10,no,gauteng,house/flat,3,yes,yes,no,,,,,no,no,,,,,,,,no,6-12 months ago,0.0,,0.0,,no,,,,friends/family,,,no income decrease,,,500.0,yes,no,no,yes,3-4 hours,1.0,yes,no,yes,no,no,no,no
301921,1973,47,male,african,12,no,mpumalanga,house/flat,5,yes,yes,no,,,,,no,yes,self-employed,,,,,,,,,2.0,,0.0,,yes,child support,,,government grants,friends/family,,no income decrease,,,1880.0,yes,no,no,yes,1-2 hours,2.0,yes,yes,yes,no,no,no,no
301947,1983,37,male,african,9,no,limpopo,informal,7,no,no,no,,,,,no,yes,casual work,elementary occup,2.0,5.0,,,no,,,1.0,,0.0,,no,,,,government grants,friends/family,,from employment,from friends/family,,,,yes,yes,yes,1-2 hours,3.0,yes,yes,yes,no,no,yes,yes
301960,1974,46,female,african,12,no,gauteng,informal,1,yes,yes,yes,4.0,12.0,5000,,yes,,casual work,service & sales,4.0,12.0,400.0,,no,,,0.0,,0.0,,no,,,,employment,,,no income decrease,,,,no,no,no,no,,,no school books,no,no,no,no,no,no
301978,1979,41,female,african,11,no,western cape,house/flat,6,no,yes,no,,,,,no,,casual work,,,,,,no,,,0.0,,1.0,,yes,child support,,,government grants,,,from government grants,,,1700.0,no,yes,yes,no,,3.0,no school books,no,no,yes,yes,yes,no
301984,1961,59,male,african,7,,mpumalanga,house/flat,1,yes,yes,yes,5.0,8.0,8000,,no,yes,regular job,craft & trade,0.0,8.0,4000.0,,yes,,,1.0,,0.0,,no,,,,employment,,,from own business,,,4000.0,yes,no,no,yes,over 4 hours more,0.0,yes,yes,yes,yes,yes,no,no
301986,1985,35,female,african,12,no,mpumalanga,house/flat,2,yes,yes,yes,7.0,,,"<R3,000",no,no,,,,,,,,no,1-6 months ago,1.0,,0.0,,yes,child support,,,government grants,friends/family,,from friends/family,,,1200.0,yes,yes,no,yes,over 4 hours more,1.0,yes,yes,yes,no,no,no,no
301987,9999,,female,african,12,yes,mpumalanga,house/flat,3,yes,yes,no,,,,,no,no,,,,,,,,yes,>1 year ago,2.0,,0.0,,no,,,,own business,government grants,,from own business,,,3000.0,no,yes,no,yes,over 4 hours more,2.0,yes,yes,yes,no,no,no,no
301991,9999,,female,african,0,,mpumalanga,house/flat,1,yes,yes,no,0.0,0.0,0,,no,no,,,,,,,,,,0.0,,1.0,,yes,pension,,,government grants,,,no income,,,1800.0,no,,no,no,,0.0,,,,,no,no,no
302003,1964,56,female,african,9,no,north west,house/flat,7,yes,yes,retired,,,,,,,,,,,,,,,,0.0,,1.0,,no,,,,employment,,,,,,,yes,yes,no,yes,over 4 hours more,1.0,no,yes,no,no,no,no,no
302005,1990,30,female,african,12,yes,gauteng,house/flat,2,yes,yes,no,,,,,no,no,,,,,,,,yes,1-6 months ago,0.0,,0.0,,no,,,,friends/family,,,from friends/family,,,,yes,yes,no,,,,,,,,no,no,no
302011,1992,28,female,african,12,yes,gauteng,house/flat,14,yes,yes,yes,6.0,12.0,3400,,no,,regular job,service & sales,0.0,0.0,0.0,,no,,,4.0,,0.0,,no,,,,employment,government grants,friends/family,from employment,,,5300.0,yes,yes,no,no,,3.0,yes,yes,no,no,no,no,yes
302015,1992,28,female,african,11,no,northern cape,house/flat,7,yes,no,no,,,,,no,no,,,,,,,,no,6-12 months ago,3.0,,0.0,,yes,child support,,,government grants,,,from government grants,,,,yes,no,no,yes,3-4 hours,2.0,no,yes,no,no,no,no,no
302024,1989,31,male,african,11,yes,gauteng,house/flat,5,yes,yes,yes,6.0,9.0,17000,,no,,self-employed,,,,,,,,,3.0,,0.0,,no,,,,employment,,,from employment,,,8000.0,yes,no,no,yes,over 4 hours more,1.0,yes,yes,no,no,no,no,yes
302026,1984,36,female,african,11,no,northern cape,house/flat,3,yes,yes,yes,7.0,,2000,,yes,,regular job,technicians & assoc prof,7.0,,,,no,,,1.0,,0.0,,no,,,,own business,,,no income decrease,,,2800.0,no,no,no,no,,1.0,yes,yes,yes,yes,no,no,no
302034,1988,32,female,african,12,no,western cape,house/flat,7,yes,yes,yes,,,,,yes,,regular job,service & sales,,,11000.0,,no,,,1.0,,1.0,,no,,,,employment,,,,,,,no,no,no,yes,over 4 hours more,1.0,no,yes,no,yes,no,no,no
302035,1979,41,female,african,12,no,northern cape,house/flat,2,yes,yes,no,,,,,no,no,,,,,,,,,,0.0,,0.0,,no,,,,employment,,,no income decrease,,,,no,no,no,,,,,,,,no,no,no
302037,1973,47,female,african,11,yes,northern cape,house/flat,11,yes,yes,yes,2.0,8.0,2500,,no,,self-employed,,,,,,,,,2.0,,1.0,,no,,,,government grants,,,from employment,from own business,,4500.0,yes,yes,yes,yes,over 4 hours more,5.0,yes,no,yes,,no,no,yes
302041,1984,36,female,african,12,no,northern cape,informal,2,no,yes,yes,5.0,8.0,380,,no,,run a business,,,,,,,,,1.0,,0.0,,no,,,,government grants,,,from own business,,,600.0,no,yes,no,yes,over 4 hours more,1.0,yes,yes,no,no,yes,no,no
302043,1992,28,female,african,12,yes,northern cape,house/flat,6,yes,yes,yes,5.0,8.0,13000,,yes,,regular job,clerical support,0.0,0.0,13000.0,,no,,,2.0,,1.0,,no,,,,employment,,,no income decrease,,,,no,no,no,yes,over 4 hours more,4.0,yes,no,no,yes,no,no,yes
302044,8888,,female,african,12,no,northern cape,house/flat,6,yes,yes,no,2.0,8.0,71,,no,,self-employed,,,,,,,,,2.0,,1.0,,no,,,,government grants,,,no income decrease,,,1800.0,yes,yes,yes,yes,over 4 hours more,2.0,no,yes,no,no,no,no,no
302051,1982,38,female,african,12,no,northern cape,house/flat,5,yes,yes,no,,,780,,yes,,regular job,elementary occup,4.0,8.0,780.0,,no,,,3.0,,0.0,,no,,,,government grants,,,from employment,,,,yes,no,yes,no,,2.0,yes,no,yes,no,no,no,no
302053,1980,40,female,african,12,no,northern cape,informal,3,yes,no,no,,,,,no,no,,,,,,,,no,>1 year ago,1.0,,0.0,,no,,,,government grants,,,from government grants,no income,,1480.0,no,no,yes,yes,over 4 hours more,1.0,yes,yes,yes,yes,no,no,yes
302054,1959,61,female,african,8,,northern cape,house/flat,9,yes,yes,no,5.0,12.0,900,,no,yes,casual work,"agric, forestry, fishery",5.0,12.0,1200.0,,no,,,0.0,,1.0,,yes,pension,,,employment,government grants,,from employment,,,,yes,yes,yes,,,,,,,,no,no,no
302058,1984,36,male,african,11,no,northern cape,house/flat,4,yes,yes,no,1.0,2.0,50,,no,yes,regular job,elementary occup,,,780.0,,no,,,0.0,,0.0,,no,,,,employment,,,no income decrease,,,,,yes,yes,,,,,,,,no,no,no
302069,1988,32,female,african,11,no,northern cape,house/flat,6,yes,yes,yes,2.0,6.0,,"<R3,000",no,no,,,,,,,,,,3.0,,0.0,,no,,,,employment,,,from employment,,,,yes,yes,no,yes,over 4 hours more,3.0,yes,yes,yes,no,no,no,no
302077,1989,31,male,african,11,no,gauteng,informal,7,yes,yes,no,,,,,no,no,,,,,,,,no,within last month,2.0,,0.0,,no,,,,other,,,no income,,,400.0,yes,yes,no,,,,,,,,no,no,no
302081,1970,50,female,african,9,no,gauteng,informal,3,yes,yes,yes,7.0,8.0,3800,,no,yes,regular job,elementary occup,,,0.0,,yes,,,0.0,,0.0,,no,,,,employment,,,from employment,,,3800.0,yes,no,no,,,,,,,,no,no,no
302082,1982,38,male,african,12,no,gauteng,informal,4,yes,yes,yes,5.0,8.0,1500,,no,,regular job,professionals,,,1500.0,,yes,,,0.0,,0.0,,no,,,,employment,,,from employment,,,1500.0,no,yes,yes,no,,2.0,yes,yes,yes,no,no,no,no
302084,1980,40,female,african,12,yes,gauteng,house/flat,8,yes,yes,no,,,,,no,no,,,,,,,,no,>1 year ago,4.0,,2.0,,no,,,,government grants,,,no income,,,5800.0,no,no,no,yes,over 4 hours more,3.0,yes,no,yes,no,no,no,no
302101,1972,48,male,african,12,no,limpopo,house/flat,5,yes,yes,yes,4.0,4.0,7000,,no,no,,,,,,,,no,within last month,3.0,,0.0,,no,,,,employment,government grants,,from employment,,,,yes,yes,yes,yes,over 4 hours more,2.0,yes,yes,yes,no,no,no,no
302109,1970,50,female,african,11,no,limpopo,house/flat,8,no,yes,yes,5.0,6.0,1000,,no,,casual work,elementary occup,,,1000.0,,no,,,3.0,,0.0,,no,,,,employment,,,no income,,,,yes,yes,no,,,,,,,,no,no,no
302114,1980,40,female,african,10,no,limpopo,house/flat,1,no,yes,no,,,,,no,no,,,,,,,,no,never worked,2.0,,1.0,,no,,,,government grants,,,no income decrease,,,840.0,no,yes,yes,yes,over 4 hours more,2.0,yes,yes,yes,no,no,no,no
302115,1964,56,male,african,8,,limpopo,house/flat,1,no,yes,yes,5.0,8.0,800,,no,,casual work,elementary occup,4.0,4.0,,,no,,,0.0,,0.0,,no,,,,friends/family,,,from friends/family,,,,yes,yes,yes,yes,3-4 hours,4.0,,yes,yes,no,no,yes,no
302117,1973,47,female,african,7,,limpopo,house/flat,9,no,yes,no,,,,,no,no,,,,,,,,no,never worked,1.0,,1.0,,no,,,,government grants,,,no income decrease,,,,yes,yes,no,yes,1-2 hours,4.0,yes,no,no,no,no,no,no
302120,1993,27,male,african,10,no,limpopo,house/flat,5,no,yes,no,,,,,no,yes,casual work,operators & assemblers,0.0,,,,no,,,0.0,,0.0,,no,,,,,,,,,,,no,no,no,no,,1.0,no,yes,yes,no,no,no,no
302131,1988,32,female,african,12,yes,limpopo,house/flat,3,yes,yes,yes,6.0,8.0,500,,no,no,,,,,,,,no,never worked,2.0,,0.0,,yes,child support,,,own business,government grants,,from own business,,,840.0,yes,yes,no,yes,over 4 hours more,0.0,no school books,no,no,no,no,no,no
302132,1968,52,female,african,12,yes,north west,house/flat,4,yes,yes,yes,7.0,12.0,,"R12,001-R24,000",yes,,regular job,professionals,7.0,12.0,,"R12,001-R24,000",no,,,0.0,,0.0,,no,,,,employment,,,no income decrease,,,,no,no,no,no,,1.0,yes,yes,no,yes,no,no,no
302134,9999,,female,african,no schooling,,gauteng,house/flat,1,yes,yes,no,0.0,0.0,,,no,,,unemployed,0.0,0.0,,,,,,0.0,,1.0,,yes,pension,,,government grants,,,no income decrease,,,,,yes,yes,,,0.0,,,,,no,no,no
302135,1952,68,female,african,6,,limpopo,house/flat,6,yes,yes,,,,,,,,,,,,,,,,,0.0,,2.0,,yes,pension,,,government grants,,,no income,,,4200.0,no,no,no,no,,3.0,yes,yes,yes,yes,no,no,no
302138,1980,40,female,african,11,no,limpopo,house/flat,7,yes,yes,yes,2.0,8.0,2000,,no,yes,casual work,elementary occup,,,780.0,,yes,,,3.0,,0.0,,no,,,,employment,,,no income decrease,,,2500.0,yes,yes,yes,yes,over 4 hours more,4.0,yes,yes,yes,no,no,no,no
